Pesos Camada de Entrada: 
[[-0.37038881 -0.52051142]
 [-0.40292632 -0.62219272]]
Bias Camada de Entrada: 
[ 0.69484352 -0.2763658 ]
Pesos Camada Escondida: 
[[0.16179438]
 [0.81183731]]
Bias Camada Escondida: 
[0.38305949]
Iteration 1, loss = 0.60594734
Iteration 274, loss = 0.00199568
Iteration 275, loss = 0.00198932
Iteration 276, loss = 0.00198302
Iteration 277, loss = 0.00197676
Iteration 278, loss = 0.00197055
Iteration 279, loss = 0.00196438
Iteration 280, loss = 0.00195827
Iteration 281, loss = 0.00195219
Iteration 282, loss = 0.00194617
Iteration 283, loss = 0.00194019
Iteration 284, loss = 0.00193425
Iteration 285, loss = 0.00192835
Iteration 286, loss = 0.00192250
Iteration 287, loss = 0.00191669
Iteration 288, loss = 0.00191093
Iteration 289, loss = 0.00190520
Iteration 290, loss = 0.00189952
Iteration 291, loss = 0.00189388
Iteration 292, loss = 0.00188828
Iteration 293, loss = 0.00188272
Iteration 294, loss = 0.00187720
Iteration 295, loss = 0.00187171
Iteration 296, loss = 0.00186627
Iteration 297, loss = 0.00186087
Iteration 298, loss = 0.00185550
Iteration 299, loss = 0.00185017
Iteration 300, loss = 0.00184488
Iteration 301, loss = 0.00183962
Iteration 302, loss = 0.00183440
Iteration 303, loss = 0.00182922
Iteration 304, loss = 0.00182407
Iteration 305, loss = 0.00181896
Iteration 306, loss = 0.00181389
Iteration 307, loss = 0.00180884
Iteration 308, loss = 0.00180384
Iteration 309, loss = 0.00179886
Iteration 310, loss = 0.00179392
Iteration 311, loss = 0.00178902
Iteration 312, loss = 0.00178414
Iteration 313, loss = 0.00177930
Iteration 314, loss = 0.00177449
Iteration 315, loss = 0.00176972
Iteration 316, loss = 0.00176497
Iteration 317, loss = 0.00176026
Iteration 318, loss = 0.00175557
Iteration 319, loss = 0.00175092
Iteration 320, loss = 0.00174630
Iteration 321, loss = 0.00174171
Iteration 322, loss = 0.00173715
Iteration 323, loss = 0.00173262
Iteration 324, loss = 0.00172811
Iteration 325, loss = 0.00172364
Iteration 326, loss = 0.00171920
Iteration 327, loss = 0.00171478
Iteration 328, loss = 0.00171039
Iteration 329, loss = 0.00170603
Iteration 330, loss = 0.00170170
Iteration 331, loss = 0.00169739
Iteration 332, loss = 0.00169312
Iteration 333, loss = 0.00168887
Iteration 334, loss = 0.00168464
Iteration 335, loss = 0.00168044
Iteration 336, loss = 0.00167627
Iteration 337, loss = 0.00167213
Iteration 338, loss = 0.00166801
Iteration 339, loss = 0.00166391
Iteration 340, loss = 0.00165984
Iteration 341, loss = 0.00165580
Iteration 342, loss = 0.00165178
Iteration 343, loss = 0.00164779
Iteration 344, loss = 0.00164382
Iteration 345, loss = 0.00163987
Iteration 346, loss = 0.00163595
Iteration 347, loss = 0.00163205
Iteration 348, loss = 0.00162817
Iteration 349, loss = 0.00162432
Iteration 350, loss = 0.00162049
Iteration 351, loss = 0.00161669
Iteration 352, loss = 0.00161290
Iteration 353, loss = 0.00160914
Iteration 354, loss = 0.00160540
Iteration 355, loss = 0.00160169
Iteration 356, loss = 0.00159799
Iteration 357, loss = 0.00159432
Iteration 358, loss = 0.00159067
Iteration 359, loss = 0.00158704
Iteration 360, loss = 0.00158343
Iteration 361, loss = 0.00157984
Iteration 362, loss = 0.00157627
Iteration 363, loss = 0.00157273
Iteration 364, loss = 0.00156920
Iteration 365, loss = 0.00156569
Iteration 366, loss = 0.00156221
Iteration 367, loss = 0.00155874
Iteration 368, loss = 0.00155530
Iteration 369, loss = 0.00155187
Iteration 370, loss = 0.00154846
Iteration 371, loss = 0.00154508
Iteration 372, loss = 0.00154171
Iteration 373, loss = 0.00153836
Iteration 374, loss = 0.00153503
Iteration 375, loss = 0.00153171
Iteration 376, loss = 0.00152842
Iteration 377, loss = 0.00152514
Iteration 378, loss = 0.00152189
Iteration 379, loss = 0.00151865
Iteration 380, loss = 0.00151542
Iteration 381, loss = 0.00151222
Iteration 382, loss = 0.00150903
Iteration 383, loss = 0.00150587
Iteration 384, loss = 0.00150271
Iteration 385, loss = 0.00149958
Iteration 386, loss = 0.00149646
Iteration 387, loss = 0.00149336
Iteration 388, loss = 0.00149028
Iteration 389, loss = 0.00148721
Iteration 390, loss = 0.00148416
Iteration 391, loss = 0.00148113
Iteration 392, loss = 0.00147811
Iteration 393, loss = 0.00147511
Iteration 394, loss = 0.00147212
Iteration 395, loss = 0.00146915
Iteration 396, loss = 0.00146620
Iteration 397, loss = 0.00146326
Iteration 398, loss = 0.00146034
Iteration 399, loss = 0.00145743
Iteration 400, loss = 0.00145454
Iteration 401, loss = 0.00145166
Iteration 402, loss = 0.00144880
Iteration 403, loss = 0.00144595
Iteration 404, loss = 0.00144312
Iteration 405, loss = 0.00144030
Iteration 406, loss = 0.00143749
Iteration 407, loss = 0.00143471
Iteration 408, loss = 0.00143193
Iteration 409, loss = 0.00142917
Iteration 410, loss = 0.00142642
Iteration 411, loss = 0.00142369
Iteration 412, loss = 0.00142097
Iteration 413, loss = 0.00141827
Iteration 414, loss = 0.00141558
Iteration 415, loss = 0.00141290
Iteration 416, loss = 0.00141024
Iteration 417, loss = 0.00140759
Iteration 418, loss = 0.00140495
Iteration 419, loss = 0.00140233
Iteration 420, loss = 0.00139972
Iteration 421, loss = 0.00139712
Iteration 422, loss = 0.00139454
Iteration 423, loss = 0.00139196
Iteration 424, loss = 0.00138940
Iteration 425, loss = 0.00138686
Iteration 426, loss = 0.00138432
Iteration 427, loss = 0.00138180
Iteration 428, loss = 0.00137929
Iteration 429, loss = 0.00137680
Iteration 430, loss = 0.00137431
Iteration 431, loss = 0.00137184
Iteration 432, loss = 0.00136938
Iteration 433, loss = 0.00136693
Iteration 434, loss = 0.00136450
Iteration 435, loss = 0.00136207
Iteration 436, loss = 0.00135966
Iteration 437, loss = 0.00135726
Iteration 438, loss = 0.00135487
Iteration 439, loss = 0.00135249
Iteration 440, loss = 0.00135012
Iteration 441, loss = 0.00134776
Iteration 442, loss = 0.00134542
Iteration 443, loss = 0.00134309
Iteration 444, loss = 0.00134076
Iteration 445, loss = 0.00133845
Iteration 446, loss = 0.00133615
Iteration 447, loss = 0.00133386
Iteration 448, loss = 0.00133158
Iteration 449, loss = 0.00132931
Iteration 450, loss = 0.00132706
Iteration 451, loss = 0.00132481
Iteration 452, loss = 0.00132257
Iteration 453, loss = 0.00132035
Iteration 454, loss = 0.00131813
Iteration 455, loss = 0.00131592
Iteration 456, loss = 0.00131373
Iteration 457, loss = 0.00131154
Iteration 458, loss = 0.00130937
Iteration 459, loss = 0.00130720
Iteration 460, loss = 0.00130505
Iteration 461, loss = 0.00130290
Iteration 462, loss = 0.00130076
Iteration 463, loss = 0.00129864
Iteration 464, loss = 0.00129652
Iteration 465, loss = 0.00129441
Iteration 466, loss = 0.00129232
Iteration 467, loss = 0.00129023
Iteration 468, loss = 0.00128815
Iteration 469, loss = 0.00128608
Iteration 470, loss = 0.00128402
Iteration 471, loss = 0.00128197
Iteration 472, loss = 0.00127993
Iteration 473, loss = 0.00127790
Iteration 474, loss = 0.00127587
Iteration 475, loss = 0.00127386
Iteration 476, loss = 0.00127185
Iteration 477, loss = 0.00126985
Iteration 478, loss = 0.00126787
Iteration 479, loss = 0.00126589
Iteration 480, loss = 0.00126392
Iteration 481, loss = 0.00126195
Iteration 482, loss = 0.00126000
Iteration 483, loss = 0.00125805
Iteration 484, loss = 0.00125612
Iteration 485, loss = 0.00125419
Iteration 486, loss = 0.00125227
Iteration 487, loss = 0.00125036
Iteration 488, loss = 0.00124846
Iteration 489, loss = 0.00124656
Iteration 490, loss = 0.00124467
Iteration 491, loss = 0.00124279
Iteration 492, loss = 0.00124092
Iteration 493, loss = 0.00123906
Iteration 494, loss = 0.00123721
Iteration 495, loss = 0.00123536
Iteration 496, loss = 0.00123352
Iteration 497, loss = 0.00123169
Iteration 498, loss = 0.00122987
Iteration 499, loss = 0.00122805
Iteration 500, loss = 0.00122624
Iteration 501, loss = 0.00122444
Iteration 502, loss = 0.00122265
Iteration 503, loss = 0.00122086
Iteration 504, loss = 0.00121908
Iteration 505, loss = 0.00121731
Iteration 506, loss = 0.00121555
Iteration 507, loss = 0.00121380
Iteration 508, loss = 0.00121205
Iteration 509, loss = 0.00121031
Iteration 510, loss = 0.00120857
Iteration 511, loss = 0.00120684
Iteration 512, loss = 0.00120512
Iteration 513, loss = 0.00120341
Iteration 514, loss = 0.00120171
Iteration 515, loss = 0.00120001
Iteration 516, loss = 0.00119832
Iteration 517, loss = 0.00119663
Iteration 518, loss = 0.00119495
Iteration 519, loss = 0.00119328
Iteration 520, loss = 0.00119162
Iteration 521, loss = 0.00118996
Iteration 522, loss = 0.00118831
Iteration 523, loss = 0.00118666
Iteration 524, loss = 0.00118503
Iteration 525, loss = 0.00118339
Iteration 526, loss = 0.00118177
Iteration 527, loss = 0.00118015
Iteration 528, loss = 0.00117854
Iteration 529, loss = 0.00117693
Iteration 530, loss = 0.00117534
Iteration 531, loss = 0.00117374
Iteration 532, loss = 0.00117216
Iteration 533, loss = 0.00117058
Iteration 534, loss = 0.00116900
Iteration 535, loss = 0.00116744
Iteration 536, loss = 0.00116588
Iteration 537, loss = 0.00116432
Iteration 538, loss = 0.00116277
Iteration 539, loss = 0.00116123
Iteration 540, loss = 0.00115969
Iteration 541, loss = 0.00115816
Iteration 542, loss = 0.00115664
Iteration 543, loss = 0.00115512
Iteration 544, loss = 0.00115360
Iteration 545, loss = 0.00115210
Iteration 546, loss = 0.00115060
Iteration 547, loss = 0.00114910
Iteration 548, loss = 0.00114761
Iteration 549, loss = 0.00114613
Iteration 550, loss = 0.00114465
Iteration 551, loss = 0.00114317
Iteration 552, loss = 0.00114171
Iteration 553, loss = 0.00114025
Iteration 554, loss = 0.00113879
Iteration 555, loss = 0.00113734
Iteration 556, loss = 0.00113590
Iteration 557, loss = 0.00113446
Iteration 558, loss = 0.00113302
Iteration 559, loss = 0.00113159
Iteration 560, loss = 0.00113017
Iteration 561, loss = 0.00112875
Iteration 562, loss = 0.00112734
Iteration 563, loss = 0.00112593
Iteration 564, loss = 0.00112453
Iteration 565, loss = 0.00112314
Iteration 566, loss = 0.00112174
Iteration 567, loss = 0.00112036
Iteration 568, loss = 0.00111898
Iteration 569, loss = 0.00111760
Iteration 570, loss = 0.00111623
Iteration 571, loss = 0.00111487
Iteration 572, loss = 0.00111350
Iteration 573, loss = 0.00111215
Iteration 574, loss = 0.00111080
Iteration 575, loss = 0.00110945
Iteration 576, loss = 0.00110811
Iteration 577, loss = 0.00110678
Iteration 578, loss = 0.00110545
Iteration 579, loss = 0.00110412
Iteration 580, loss = 0.00110280
Iteration 581, loss = 0.00110148
Iteration 582, loss = 0.00110017
Iteration 583, loss = 0.00109886
Iteration 584, loss = 0.00109756
Iteration 585, loss = 0.00109627
Iteration 586, loss = 0.00109497
Iteration 587, loss = 0.00109368
Iteration 588, loss = 0.00109240
Iteration 589, loss = 0.00109112
Iteration 590, loss = 0.00108985
Iteration 591, loss = 0.00108858
Iteration 592, loss = 0.00108731
Iteration 593, loss = 0.00108605
Iteration 594, loss = 0.00108480
Iteration 595, loss = 0.00108355
Iteration 596, loss = 0.00108230
Iteration 597, loss = 0.00108106
Iteration 598, loss = 0.00107982
Iteration 599, loss = 0.00107858
Iteration 600, loss = 0.00107736
Iteration 601, loss = 0.00107613
Iteration 602, loss = 0.00107491
Iteration 603, loss = 0.00107369
Iteration 604, loss = 0.00107248
Iteration 605, loss = 0.00107127
Iteration 606, loss = 0.00107007
Iteration 607, loss = 0.00106887
Iteration 608, loss = 0.00106767
Iteration 609, loss = 0.00106648
Iteration 610, loss = 0.00106530
Iteration 611, loss = 0.00106411
Iteration 612, loss = 0.00106293
Iteration 613, loss = 0.00106176
Iteration 614, loss = 0.00106059
Iteration 615, loss = 0.00105942
Iteration 616, loss = 0.00105826
Iteration 617, loss = 0.00105710
Iteration 618, loss = 0.00105595
Iteration 619, loss = 0.00105479
Iteration 620, loss = 0.00105365
Iteration 621, loss = 0.00105251
Iteration 622, loss = 0.00105137
Iteration 623, loss = 0.00105023
Iteration 624, loss = 0.00104910
Iteration 625, loss = 0.00104797
Iteration 626, loss = 0.00104685
Iteration 627, loss = 0.00104573
Iteration 628, loss = 0.00104461
Iteration 629, loss = 0.00104350
Iteration 630, loss = 0.00104239
Iteration 631, loss = 0.00104129
Iteration 632, loss = 0.00104019
Iteration 633, loss = 0.00103909
Iteration 634, loss = 0.00103800
Iteration 635, loss = 0.00103691
Iteration 636, loss = 0.00103582
Iteration 637, loss = 0.00103474
Iteration 638, loss = 0.00103366
Iteration 639, loss = 0.00103258
Iteration 640, loss = 0.00103151
Iteration 641, loss = 0.00103044
Iteration 642, loss = 0.00102938
Iteration 643, loss = 0.00102832
Iteration 644, loss = 0.00102726
Iteration 645, loss = 0.00102620
Iteration 646, loss = 0.00102515
Iteration 647, loss = 0.00102411
Iteration 648, loss = 0.00102306
Iteration 649, loss = 0.00102202
Iteration 650, loss = 0.00102098
Iteration 651, loss = 0.00101995
Iteration 652, loss = 0.00101892
Iteration 653, loss = 0.00101789
Iteration 654, loss = 0.00101687
Iteration 655, loss = 0.00101585
Iteration 656, loss = 0.00101483
Iteration 657, loss = 0.00101382
Iteration 658, loss = 0.00101281
Iteration 659, loss = 0.00101180
Iteration 660, loss = 0.00101080
Iteration 661, loss = 0.00100980
Iteration 662, loss = 0.00100880
Iteration 663, loss = 0.00100780
Iteration 664, loss = 0.00100681
Iteration 665, loss = 0.00100582
Iteration 666, loss = 0.00100484
Iteration 667, loss = 0.00100386
Iteration 668, loss = 0.00100288
Iteration 669, loss = 0.00100190
Iteration 670, loss = 0.00100093
Iteration 671, loss = 0.00099996
Iteration 672, loss = 0.00099900
Iteration 673, loss = 0.00099803
Iteration 674, loss = 0.00099707
Iteration 675, loss = 0.00099612
Iteration 676, loss = 0.00099516
Iteration 677, loss = 0.00099421
Iteration 678, loss = 0.00099326
Iteration 679, loss = 0.00099232
Iteration 680, loss = 0.00099138
Iteration 681, loss = 0.00099044
Iteration 682, loss = 0.00098950
Iteration 683, loss = 0.00098857
Iteration 684, loss = 0.00098764
Iteration 685, loss = 0.00098671
Iteration 686, loss = 0.00098578
Iteration 687, loss = 0.00098486
Iteration 688, loss = 0.00098394
Iteration 689, loss = 0.00098303
Iteration 690, loss = 0.00098211
Iteration 691, loss = 0.00098120
Iteration 692, loss = 0.00098030
Iteration 693, loss = 0.00097939
Iteration 694, loss = 0.00097849
Iteration 695, loss = 0.00097759
Iteration 696, loss = 0.00097669
Iteration 697, loss = 0.00097580
Iteration 698, loss = 0.00097491
Iteration 699, loss = 0.00097402
Iteration 700, loss = 0.00097314
Iteration 701, loss = 0.00097225
Iteration 702, loss = 0.00097137
Iteration 703, loss = 0.00097049
Iteration 704, loss = 0.00096962
Iteration 705, loss = 0.00096875
Iteration 706, loss = 0.00096788
Iteration 707, loss = 0.00096701
Iteration 708, loss = 0.00096615
Iteration 709, loss = 0.00096528
Iteration 710, loss = 0.00096443
Iteration 711, loss = 0.00096357
Iteration 712, loss = 0.00096271
Iteration 713, loss = 0.00096186
Iteration 714, loss = 0.00096101
Iteration 715, loss = 0.00096017
Iteration 716, loss = 0.00095932
Iteration 717, loss = 0.00095848
Iteration 718, loss = 0.00095764
Iteration 719, loss = 0.00095681
Iteration 720, loss = 0.00095597
Iteration 721, loss = 0.00095514
Iteration 722, loss = 0.00095431
Iteration 723, loss = 0.00095349
Iteration 724, loss = 0.00095266
Iteration 725, loss = 0.00095184
Iteration 726, loss = 0.00095102
Iteration 727, loss = 0.00095021
Iteration 728, loss = 0.00094939
Iteration 729, loss = 0.00094858
Iteration 730, loss = 0.00094777
Iteration 731, loss = 0.00094696
Iteration 732, loss = 0.00094616
Iteration 733, loss = 0.00094535
Iteration 734, loss = 0.00094455
Iteration 735, loss = 0.00094376
Iteration 736, loss = 0.00094296
Iteration 737, loss = 0.00094217
Iteration 738, loss = 0.00094138
Iteration 739, loss = 0.00094059
Iteration 740, loss = 0.00093980
Iteration 741, loss = 0.00093902
Iteration 742, loss = 0.00093824
Iteration 743, loss = 0.00093746
Iteration 744, loss = 0.00093668
Iteration 745, loss = 0.00093590
Iteration 746, loss = 0.00093513
Iteration 747, loss = 0.00093436
Iteration 748, loss = 0.00093359
Iteration 749, loss = 0.00093282
Iteration 750, loss = 0.00093206
Iteration 751, loss = 0.00093130
Iteration 752, loss = 0.00093054
Iteration 753, loss = 0.00092978
Iteration 754, loss = 0.00092903
Iteration 755, loss = 0.00092827
Iteration 756, loss = 0.00092752
Iteration 757, loss = 0.00092677
Iteration 758, loss = 0.00092603
Iteration 759, loss = 0.00092528
Iteration 760, loss = 0.00092454
Iteration 761, loss = 0.00092380
Iteration 762, loss = 0.00092306
Iteration 763, loss = 0.00092232
Iteration 764, loss = 0.00092159
Iteration 765, loss = 0.00092086
Iteration 766, loss = 0.00092012
Iteration 767, loss = 0.00091940
Iteration 768, loss = 0.00091867
Iteration 769, loss = 0.00091795
Iteration 770, loss = 0.00091722
Iteration 771, loss = 0.00091650
Iteration 772, loss = 0.00091579
Iteration 773, loss = 0.00091507
Iteration 774, loss = 0.00091436
Iteration 775, loss = 0.00091364
Iteration 776, loss = 0.00091293
Iteration 777, loss = 0.00091222
Iteration 778, loss = 0.00091152
Iteration 779, loss = 0.00091081
Iteration 780, loss = 0.00091011
Iteration 781, loss = 0.00090941
Iteration 782, loss = 0.00090871
Iteration 783, loss = 0.00090801
Iteration 784, loss = 0.00090732
Iteration 785, loss = 0.00090663
Iteration 786, loss = 0.00090594
Iteration 787, loss = 0.00090525
Iteration 788, loss = 0.00090456
Iteration 789, loss = 0.00090387
Iteration 790, loss = 0.00090319
Iteration 791, loss = 0.00090251
Iteration 792, loss = 0.00090183
Iteration 793, loss = 0.00090115
Iteration 794, loss = 0.00090048
Iteration 795, loss = 0.00089980
Iteration 796, loss = 0.00089913
Iteration 797, loss = 0.00089846
Iteration 798, loss = 0.00089779
Iteration 799, loss = 0.00089712
Iteration 800, loss = 0.00089646
Iteration 801, loss = 0.00089579
Iteration 802, loss = 0.00089513
Iteration 803, loss = 0.00089447
Iteration 804, loss = 0.00089381
Iteration 805, loss = 0.00089316
Iteration 806, loss = 0.00089250
